Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
VLSI,2017,NQ,SAR,0.014,0.006,60.45,11,146190000,300000000,12.78204236,167.0257732,A 12b 61dB SNDR 300MS/s SAR ADC with Inverter-Based Preamplifier and Common-Mode-Regulation DAC in 14nm CMOS FinFET,"A 300MS/s 12b SAR ADC achieving 61.6dB peak SNDR is presented. It reaches 60.5dB SNDR and 78.7dB SFDR with 0.8Vpp,diff input amplitude at Nyquist. The key elements are a comparator with inverter-based preamplifier and a SAR-based common-mode regulation. The regulation adjusts the common mode on a sample-by-sample basis to improve  ommon-mode rejection. The ADC consumes 7.0mW from a single 0.85V supply, where 3.7mW is contributed by the reference buffer. ","D. Luu, L. Kull, T. Toifl, C. Menolfi, M. Braendli, P. A. Francese, T. Morf, M. Kossel, H. Yueksel, A. Cevrero, I. Ozkaya and Q. Huang",,,,,,,,,,,
VLSI,2017,NQ,"SAR, TI",0.016,0.014,50.1,5.2,1000000000,2000000000,19.89584924,159.9296666,A 0.014mm2 10-Bit 2GS/s Time-Interleaved SAR ADC with Low-Complexity Background Timing Skew Calibration,"A 10-bit 2GS/s time-interleaved SAR ADC with low-complexity background timing skew calibration is presented. 10% of the area is utilized for the interleaving mismatch estimation and correction. The ADC achieves -64dB mismatch spur and 50.1dB SNDR at Nyquist rate, with 10.4mW power consumption and 0.014mm2 area in 16nm. ","L. Luo, S. Chen, M. Zhou and T. Ye",,,,,,,,,,,
VLSI,2017,NQ,"SAR, Pipe",0.18,3.873075,100,5675,100000,2000000,69.41868276,179.4500414,An 18-Bit 2MS/s Pipelined SAR ADC Utilizing a Sampling Distortion Cancellation Circuit with -107dB THD at 100kHz,"This paper presents an 18-bit SAR ADC capable of -107dB THD for a 10V pk to pk 100kHz input. Distortion originating from the input switch’s nonlinear on-resistance is cancelled by sampling the input onto two separate capacitor arrays, whose components are scaled to give the same nonlinear charge error, and then subtracting this charge during conversion. The new sampling scheme can support event-driven sampling, requires no active circuits and draws zero quiescent power. ",D. Hummerston and P. Hurrell,,,,,,,,,,,
VLSI,2017,NQ,SAR,0.055,0.55,78,1018.75,100000,16000000,156.9234122,164.9090238,A 16-Bit 16MS/s SAR ADC with On-Chip Calibration in 55nm CMOS,"This paper presents a SAR ADC that is much smaller and faster than the recently reported precision (16-bit and beyond) SAR ADCs [1, 2, 3]. In addition, it features low input capacitance and an efficient on-chip foreground calibration algorithm to fix bit weight errors. Several other enabling techniques are also used, including signal independent reference switching using reservoir capacitors to improve speed and reduce area, LSB repeats and ADC residue measurement to improve efficiency. The prototype achieves 97.5dB SFDR while operating at 16MS/s and consumes 16.3mW. It was fabricated in 55nm CMOS and occupies 0.55mm2. ","J. Shen, A. Shikata, L. Fernando, N. Guthrie, B. Chen, M. Maddox, N. Mascarenhas, R. Kapusta and M. Coln",,,,,,,,,,,
VLSI,2017,NQ,Flash,0.065,0.08,40.7,10.5,1000000000,2000000000,118.5755845,147.4778071,A 2GS/s 8b Flash ADC Based on Remainder Number System in 65nm CMOS,"A non-interleaved 2GS/s, 8b flash ADC achieves an effective resolution bandwidth (ERBW) of 1.74 GHz using a remainder number system (RNS) architecture, which results in reduced number of comparators while preserving the flash speed of the converter. The prototype ADC, fabricated in a 65nm CMOS process with an area of 0.08 mm2, achieves an SNDR of  0.7 dB for a Nyquist input. The measured DNL and INL are ±0.14 and ±0.61 LSBs, respectively. ","S. Zhu, B. Wu, Y. Cai and Y. Chiu",,,,,,,,,,,
VLSI,2018,NQ,SAR,0.04,0.073,66.6,31,500000,1000000,17.74347249,168.6760831,A 12-bit 31.1uW 1MS/s SAR ADC with On-Chip Input-Signal-Independent Calibration Achieving 100.4dB SFDR using 256fF Sampling Capacitance,"A 12-bit 31.1uW 1MS/s SAR ADC with on-chip inputsignal-independent calibration achieving 100.4dB SFDR is presented. The proposed calibration overcomes the drawbacks of the traditional split-ADC calibration while obtaining very fast convergence. The calibration only needs one ADC and is input signal independent. Three techniques are proposed to help achieve this, including shuffling of mismatched MSB capacitors. Silicon results fully validated the design and show 16-bit linearity with only 256fF total sampling capacitance.","Junhua Shen, Akira Shikata, Anping Liu, and Frederick Chalifoux",,,,,,,,,,,
VLSI,2018,NQ,"SAR, VCO",0.04,0.00975,54.56,1.05,10000,20000,2.403954338,171.3378071,A 0.5-1.1V 10b Adaptive Bypassing SAR ADC Utilizing Oscillation Cycle Information of VCO-based Comparator,"VCO-based comparators generate both bit decisions as well as oscillation cycle information, whereas the latter has not been exploited in SAR ADCs. This work presents a SAR ADC using oscillation cycle as the  thresholds for multiple bypass windows, which improves energy efficiency. PVT-induced variations are compensated by adaptive windowing. The implemented 40nm ADC is robust under wide supply voltages ranging 0.5-1.1V with 9.71b peak ENOB at 1.1V and 2.4fJ/c.-s. lowest FoM at 0.5V without any tuning.","Zhaoming Ding, Xiong Zhou, Qiang Li",,,,,,,,,,,
VLSI,2018,NQ,"Subranging, time-based",0.065,0.007,45,2.421052632,475000000,950000000,16.66436541,158.1496577,"A 2.3-mW, 950-MHz, 8-bit Fully-Time-Based Subranging ADC Using Highly-Linear Dynamic VTC","A novel fully-time-based subranging analog-to-digital converter (ADC) is proposed. Two time-based ADCs (TB ADCs) are used for both coarse and fine ADCs, resulting in low power operation. They were pipelined  to enhance the sampling frequency. Highly-linear voltage-to-time converter (HL VTC) is also proposed to ensure a wide input range for the coarse ADC. Moreover, the interpolation time-to-digital converter (TDC)  with a dynamic delayer enables low-power operation. An 8-bit test chip fabricated with 65-nm CMOS technology had power dissipation of 2.3 mW at 950 MS/s. The figure of merit was 16.0 fJ/conversion step. ",Kenichi Ohhata,,,,,,,,,,,
VLSI,2018,NQ,"Two-step, SAR",0.04,0.00165,45,3.636363636,550000000,1100000000,25.02948165,156.383027,A >3GHz ERBW 1.1GS/s 8b Two-Step SAR ADC with Recursive-Weight DAC,,,,,,,,,,,,,
VLSI,2018,NQ,"SAR, TI",0.016,1.1,57,128.2,2500000000,5000000000,221.6219555,152.9108198,A 13bit 5GS/s ADC with time-interleaved chopping calibration in 16nm FinFET,"A 13bit 5GS/s time-interleaved ADC is described which uses a chopping technique to reduce the effect of interleaved flicker noise spectral artefacts and to increase the ADC immunity to input signal  characteristics. Enhanced offset and time-skew calibration algorithms are developed to maximize the performance in the presence of non-ideal sampling switches. At 5GS/s, the ADC dissipates 641mW while achieving a 62dB and 57dB of SFDR and SNDR respectively while maintaining a SFDR excluding HD2 and HD3 better than 70dBc across the first Nyquist band for input amplitudes down to -20dBFS.","Bruno Vaz, Bob Verbruggen, Christophe Erdmann, Diarmuid Collins, John Mcgrath, Ali Boumaalif, Edward Cullen, Darragh Walsh, Alonso Morgado, Conrado Mesadri, Brian Long, Rajitha Pathepuram, Ronnie De La Torre, Alvin Manlapat, Georgios Karyotis, Dimitris Tsaliagos, Patrick Lynch, Peng Lim, Daire Breathnach and Brendan Farley",,,,,,,,,,,
VLSI,2018,OS,SDCT,0.065,0.14,94.1,1416.666667,24000,48000,34.18279541,179.5770233,A 1.2V 68?W 98.2dB-DR Audio Continuous-Time Delta-Sigma Modulator,"This paper presents a micro-power audio continuous-time delta-sigma modulator. Fabricated in a 65nm CMOS process, the modulator occupies 0.14mm2 and achieves 98.2dB DR, 94.1dB SNDR and 107dB  SFDR in a 24kHz BW while consuming only 68?W from a 1.2V supply. This results in a Schreier FoM of 183.6 dB, the highest energy-efficiency for audio ADCs published to date.","Changwook Lee, MoonHyung Jang, and Youngcheol Chae",,,,,,,,,,,
VLSI,2018,OS,SDCT,0.04,0.029,70.4,46.4,12500000,25000000,17.1465192,170.7245202,A 0.029mm2 17-fJ/Conv.-Step CT ?? ADC With 2nd-Order Noise-Shaping SAR Quantizer,"This paper presents a compact and power-efficient 3rd-order CT ?? ADC with a single OTA. A 4-b fully-passive 2ndorder noise-shaping SAR ADC is employed as the quantizer that inherently provides two  additional noise shaping orders. Fabricated in 40nm CMOS, the prototype ADC consumes 1.16mW with a 500MHz clock rate. It achieves a Walden FoM of 17-fJ/conv.-step and occupies an area of only 0.029 mm2.","Jiaxin Liu, Shaolan Li, Wenjuan Guo, Guangjun Wen and Nan Sun",,,,,,,,,,,
VLSI,2018,OS,"SDSC, Pipe, SAR",0.065,0.014,77.1,180,12500000,25000000,30.7536814,171.536975,A 77dB SNDR 12.5MHz Bandwidth 0-1 MASH ?? ADC Based on the Pipelined-SAR Structure,"This paper presents a wide-band and energy-efficient 0-1 MASH ?? ADC which is realized based on the pipelined-SAR structure. Composed by a 6b SAR ADC in the 1st-stage and a 5b SAR ADC in the 2nd-stage, with alternate loading capacitors (ALC) reused for error feedback, it realizes an ideal 1st-order noise shaping while simultaneously maintaining a high-speed pipeline operation. Fabricated in 65nm  CMOS, the prototype consumes 4.5mW from a 1.2V supply with 77dB SNDR over 12.5MHz bandwidth, leading to a 171.5dB Schreier FoM.","Yan Song, Yan Zhu, Chi-Hang Chan, Li Geng and Rui Paulo Martins",,,,,,,,,,,
VLSI,2018,OS,Incremental,0.18,0.72,96.6,22160,625000,1250000,400.956446,170.1340025,A 1.25MS/s Two-Step Incremental ADC with 100dB DR and 110dB SFDR,"This paper presents a two-step incremental ADC (IADC) with extended counting. The proposed IADC has only one active integrator in the two-step conversion cycle. To achieve high accuracy without trimming or calibration, a cyclic ADC with a 31-level quantizer is used in the second step. Fabricated in 0.18 ?m CMOS process, the prototype ADC occupies 0.72 mm2. With a 55 MHz clock, the measured dynamic range and SFDR are 100 dB and 110 dB, respectively, at a conversion rate of 1.25 MS/s. The power consumption is 27.7 mW from a 3 V power supply. This gives a Schreier FoM of 173.6 dB.","Takato Katayama, Shiko Miyashita, Kazuki Sobue, Koichi Hamashita",,,,,,,,,,,
VLSI,2018,OS,Incremental,0.065,0.134,100.8,13750,20000,40000,153.3942974,176.4066731,A 550?W 20kHz BW 100.8dB SNDR Linear-Exponential Multi-Bit Incremental Converter with 256-cycles in 65nm CMOS,"This paper presents an incremental A/D converter with a two-phase linear-exponential accumulation loop. In the linear phase, the loop works as a first-order structure. The noise coupling path is then enabled in the exponential phase thus boosting the SQNR exponentially with a few number of clock cycles. The uniform-exponential weight function allows data weighted averaging (DWA) to work well suppressing the DAC mismatch error. Fabricated in 65nm CMOS under 1.2V supply, the ADC achieves an SNDR/DR of 100.8dB/101.8dB with 20kHz BW, 550?W & 0.134mm2, resulting in FoMW and FoMS
of 153fJ/176.4dB (SNDR), respectively.","Biao Wang, Sai-Weng Sin, Seng-Pan U, Franco Maloberti, R. P. Martins",,,,,,,,,,,
VLSI,2018,OS,SDCT,0.18,0.55,91.3,32500,10000,200,1082.5232,163.1708664,A 6.5?W 92.3dB-DR Biopotential-Recording Front-End with 360mVpp Linear Input Range,"This paper presents a direct-digital-conversion biopotentialrecording front-end with 92.3dB dynamic range at an input range of 360mVpp. The proposed front-end is a capacitively -coupled 3rd-order Gm-C CT ??M with a 5-bit SAR quantizer. The capacitively-coupled summing circuit increases linearity of the ??M, and a 3rd-order Gm-C loop filter and a 5-bit SAR ADC reduces quantization noise level. The proposed front-end is fabricated in 0.18?m CMOS, and achieves 91.3dB SNDR and 1.8?Vrms input-referred noise over 100Hz BW. Also, an invitro LFP recording is performed to verify the front-end.","Jun-Suk Bang, Hyuntak Jeon, Minkyu Je, Gyu-Hyeong Cho",,,,,,,,,,,
VLSI,2018,NQ,"SAR, TI",0.014,0.16,37.8,6.21875,39800000000,32000000000,98.06714291,146.8526691,A 10-bit 20-40 GS/s ADC with 37 dB SNDR at 40 GHz Input using First Order Sampling Bandwidth Calibration,"An asynchronous 48x interleaved SAR ADC optimized for high SNDR above 20 GHz input frequency operating at 20-40 GS/s is presented. The ADC features an 8-channel interleaver with clock demultiplexing for enhanced bandwidth, a power- and area-optimized 2-stage SAR ADC, and bandwidth adjustment in the input sampling path. At 32 GS/s and 199mW power consumption it achieves 47.3 dB SNDR near DC and 37.8 dB at 40 GHz input frequency with a core chip area of 0.16mm2 in 14 nm FinFET CMOS technology.","Lukas Kull, Danny Luu, Christian Menolfi, Thomas Morf, Pier Andrea Francese, Matthias Braendli, Marcel Kossel, Alessandro Cevrero, Ilter Ozkaya, Thomas Toifl",,,,,,,,,,,
VLSI,2019,OS,"SAR, Pipe",0.04,0.061,75.8,61.6,12500000,25000000,12.22395649,174.8938929,A 75.8dB-SNDR Pipeline SAR ADC with 2nd-order Interstage Gain Error Shaping,This paper presents a low-cost gain error shaping (GES) technique that can substantially suppress the in-band interstage gain error in pipeline ADCs. It works for both closed-loop and open-loop amplification. A prototype ADC with the proposed 2nd-order GES technique in 40nm CMOS achieves 75.8dB SNDR over 12.5MHz BW while operating at 100MS/s and consuming 1.54mW. It achieves 174.9dB Schreier FoM. The GES-related hardware occupies less than 2% of the core area.,C.-K. Hsu and N. Sun,,,,,,,,,,,
VLSI,2019,OS,SAR,0.055,0.068,103,56000,250,500,484.9350574,172.5078198,An Amplifier-Less Calibration-Free SAR ADC Achieving >100dB SNDR for Multi-Channel ECG Acquisition with 667mVpp Linear Input Range,"This work presents a time-multiplexing SAR ADC to support up to 5-lead ECG monitoring with >100dB SNDR per readout channel. Its noise and linearity performance are enhanced by a combination of dual-reference architecture and mismatch error shaping (MES) technique without using amplifiers or calibration, resulting in a >106dB SFDR and 109.4dB DR within 250Hz bandwidth (FoMS,DR=178.9dB). The ECG analog front-end (AFE), including 3 DC-coupled instrumentation amplifiers (IAs) and 1 ADC, occupies only 0.48mm2 in 55nm CMOS. Each ECG channel achieves 1?Vrms (0.5-250Hz) input-referred noise at a low IA gain of 6V/V with a 667mVpp-diff linear input range.","W.-H. Huang, S.-H. Wu, Z.-X. Chen and Y.-S. Shu",,,,,,,,,,,
VLSI,2019,NQ,"SAR, Pipe",0.04,0.026,62.1,19.5,100000000,200000000,18.73846264,166.1893539,A 40nm CMOS 12b 200MS/s Single-Amplifier Dual-Residue Pipelined-SAR ADC,"This work proposes a dual-residue pipelined-SAR ADC that generates two residue signals from a single amplifier, which eliminates the need for gain-matching calibration. A capacitive interpolating SAR conversion technique is also proposed for the second stage for power efficiency. A prototype ADC fabricated in a 40nm CMOS occupies an active area of 0.026 mm2 and achieves an SNDR of 62.1 dB at Nyquist and 67.1 dB SFDR under a 0.9 V supply.","M.-J. Seo, Y.-D. Kim, J.-H. Chung and S.-T. Ryu",,,,,,,,,,,
VLSI,2019,NQ,SAR,0.065,0.04,56.3614,0.19,100000,200000,0.353518007,180.563564,A 0.2 - 8 MS/s 10b flexible SAR ADC Achieving 0.35 - 2.5 fJ/Conv-Step and Using Self-Quenched Dynamic Bias Comparator,"A 10b flexible SAR ADC is presented incorporating a self-quenched dynamic bias comparator and a self-triggered asynchronous delay line. The ADC is fabricated in 65nm CMOS, occupies 0.04mm2 and has an ENOB > 9bit and SFDR >66dB for sampling rates from 0.2 to 8MS/s at supply voltages respectively from 0.7V to 1.3V with a Walden FoM from 0.35 to 2.5fJ/conv-step.","H. S. Bindra, A.-J. Annema, S. M. Louwsma and B. Nauta",,,,,,,,,,,
VLSI,2019,NQ,"SAR, TI",0.028,0.103,48.5,5.8,2500000000,5000000000,26.68057001,157.8554201,A 29mW 5GS/s Time-Interleaved SAR ADC Achieving 48.5dB SNDR with Fully-Digital Timing-Skew Calibration Based on Digital-Mixing,"This paper presents a 5GS/s 16-way Time-Interleaved SAR ADC in 28nm CMOS, proposing a fully-digital background timingskew calibration based on digital mixing, without adding any extra analog circuits. We implement the sub-channel SAR with a splitting-combined monotonic switching procedure. The prototype ADC achieves 48.5dB SNDR at Nyquist rate, while the power consumption is 29mW leading to a Walden FOM of 26.7fJ/conv-step. ","M. Guo, J. Mao, S-W. Sin, H. Wei and R. P. Martins",,,,,,,,,,,
VLSI,2019,NQ,"SAR, Single Slope",0.18,0.023,49.8,38,5000000,30000000,150.5026785,150.9918641,A 1.54mW per Element 150?m-Pitch-Matched Receiver ASIC with Element-Level SAR-Shared-Single-Slope Hybrid ADCs for Miniature 3D Ultrasound Probes,"This paper presents an ultrasound receiver ASIC in 180nm CMOS that enables element-level digitization of echo signals in miniature 3D ultrasound probes. It is the first to integrate an analog front-end and a 10-b Nyquist ADC within the 150?m element pitch of a 5-MHz 2D transducer array. To achieve this, a hybrid SAR-shared-single-slope architecture is proposed in which the ramp generator is shared within each 2x2 subarray. The ASIC consumes 1.54mW per element and has been successfully demonstrated in an acoustic imaging experiment. ","J. Li, Z. Chen, M. Tan, D. van Willigen, C. Chen, Z.-Y. Chang, E. Noothout, N. de Jong, M. Verweij, and M. Pertijs",,,,,,,,,,,
